ID,TITLE,CATEGORY
16607,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16608,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16609,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16610,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16611,freeze melt thaw,w
16612,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16613,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16614,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16615,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16616,freeze melt thaw,w
16617,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16618,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16619,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16620,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16621,freeze melt thaw,w
16622,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16623,air barometer blizzard Celsius chill cirrus cloud clouds cloudy cold cyclone degree dew drizzle dry dryseason Fahrenheit,w
16624,flood fog forecast freeze frost hail heat hot humidity hurricane ice lightning meteorology moon precipitation pressure ,w
16625,radar rain rainstorm rainbow rainy rainyseason sky sleet snow snowstorm snowy storm sun sunny temperature thermometer ,w
16626,thunder thunderstorm tornado tsunami typhoon warm weather wind windy,w
16627,freeze melt thaw,w
16628,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16629,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16630,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16631,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16632,freeze melt thaw,w
16633,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16634,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16635,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16636,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16637,freeze melt thaw,w
16638,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16639,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16640,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16641,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16642,freeze melt thaw,w
16643,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16644,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16645,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16646,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16647,freeze melt thaw,w
16648,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16649,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16650,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16651,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16652,freeze melt thaw,w
16653,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16654,air barometer blizzard Celsius chill cirrus cloud clouds cloudy cold cyclone degree dew drizzle dry dryseason Fahrenheit,w
16655,flood fog forecast freeze frost hail heat hot humidity hurricane ice lightning meteorology moon precipitation pressure ,w
16656,radar rain rainstorm rainbow rainy rainyseason sky sleet snow snowstorm snowy storm sun sunny temperature thermometer ,w
16657,thunder thunderstorm tornado tsunami typhoon warm weather wind windy,w
16658,freeze melt thaw,w
16659,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16660,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16661,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16662,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16663,freeze melt thaw,w
16664,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16665,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16666,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16667,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16668,freeze melt thaw,w
16669,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16670,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16671,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16672,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16673,freeze melt thaw,w
16674,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16675,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16676,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16677,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16678,freeze melt thaw,w
16679,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16680,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16681,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16682,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16683,freeze melt thaw,w
16684,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16685,air barometer blizzard Celsius chill cirrus cloud clouds cloudy cold cyclone degree dew drizzle dry dryseason Fahrenheit,w
16686,flood fog forecast freeze frost hail heat hot humidity hurricane ice lightning meteorology moon precipitation pressure ,w
16687,radar rain rainstorm rainbow rainy rainyseason sky sleet snow snowstorm snowy storm sun sunny temperature thermometer ,w
16688,thunder thunderstorm tornado tsunami typhoon warm weather wind windy,w
16689,freeze melt thaw,w
16690,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16691,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16692,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16693,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16694,freeze melt thaw,w
16695,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16696,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16697,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16698,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16699,freeze melt thaw,w
16700,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16701,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16702,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16703,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16704,freeze melt thaw,w
16705,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16706,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16707,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16708,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16709,freeze melt thaw,w
16710,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16711,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16712,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16713,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16714,freeze melt thaw,w
16715,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16716,air barometer blizzard Celsius chill cirrus cloud clouds cloudy cold cyclone degree dew drizzle dry dryseason Fahrenheit,w
16717,flood fog forecast freeze frost hail heat hot humidity hurricane ice lightning meteorology moon precipitation pressure ,w
16718,radar rain rainstorm rainbow rainy rainyseason sky sleet snow snowstorm snowy storm sun sunny temperature thermometer ,w
16719,thunder thunderstorm tornado tsunami typhoon warm weather wind windy,w
16720,freeze melt thaw,w
16721,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16722,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16723,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16724,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16725,freeze melt thaw,w
16726,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16727,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16728,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16729,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16730,freeze melt thaw,w
16731,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16732,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16733,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16734,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16735,freeze melt thaw,w
16736,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16737,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16738,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16739,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16740,freeze melt thaw,w
16741,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16742,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16743,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16744,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16745,freeze melt thaw,w
16746,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16747,air barometer blizzard Celsius chill cirrus cloud clouds cloudy cold cyclone degree dew drizzle dry dryseason Fahrenheit,w
16748,flood fog forecast freeze frost hail heat hot humidity hurricane ice lightning meteorology moon precipitation pressure ,w
16749,radar rain rainstorm rainbow rainy rainyseason sky sleet snow snowstorm snowy storm sun sunny temperature thermometer ,w
16750,thunder thunderstorm tornado tsunami typhoon warm weather wind windy,w
16751,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16752,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16753,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16754,freeze melt thaw,w
16755,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16756,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16757,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16758,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16759,freeze melt thaw,w
16760,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16761,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16762,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16763,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16764,freeze melt thaw,w
16765,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16766,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16767,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16768,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16769,freeze melt thaw,w
16770,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16771,air barometer blizzard Celsius chill cirrus cloud clouds cloudy cold cyclone degree dew drizzle dry dryseason Fahrenheit,w
16772,flood fog forecast freeze frost hail heat hot humidity hurricane ice lightning meteorology moon precipitation pressure ,w
16773,radar rain rainstorm rainbow rainy rainyseason sky sleet snow snowstorm snowy storm sun sunny temperature thermometer ,w
16774,thunder thunderstorm tornado tsunami typhoon warm weather wind windy,w
16775,freeze melt thaw,w
16776,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16777,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16778,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16779,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16780,freeze melt thaw,w
16781,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16782,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16783,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16784,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16785,freeze melt thaw,w
16786,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16787,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16788,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16789,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16790,freeze melt thaw,w
16791,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16792,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16793,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16794,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16795,freeze melt thaw,w
16796,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16797,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16798,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16799,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16800,freeze melt thaw,w
16801,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16802,air barometer blizzard Celsius chill cirrus cloud clouds cloudy cold cyclone degree dew drizzle dry dryseason Fahrenheit,w
16803,flood fog forecast freeze frost hail heat hot humidity hurricane ice lightning meteorology moon precipitation pressure ,w
16804,radar rain rainstorm rainbow rainy rainyseason sky sleet snow snowstorm snowy storm sun sunny temperature thermometer ,w
16805,thunder thunderstorm tornado tsunami typhoon warm weather wind windy,w
16806,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16807,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16808,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16809,freeze melt thaw,w
16810,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16811,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16812,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16813,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16814,freeze melt thaw,w
16815,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16816,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16817,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16818,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16819,freeze melt thaw,w
16820,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16821,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16822,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16823,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16824,freeze melt thaw,w
16825,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16826,air barometer blizzard Celsius chill cirrus cloud clouds cloudy cold cyclone degree dew drizzle dry dryseason Fahrenheit,w
16827,flood fog forecast freeze frost hail heat hot humidity hurricane ice lightning meteorology moon precipitation pressure ,w
16828,radar rain rainstorm rainbow rainy rainyseason sky sleet snow snowstorm snowy storm sun sunny temperature thermometer ,w
16829,thunder thunderstorm tornado tsunami typhoon warm weather wind windy,w
16830,freeze melt thaw,w
16831,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16832,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16833,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16834,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16835,freeze melt thaw,w
16836,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16837,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16838,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16839,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16840,freeze melt thaw,w
16841,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16842,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16843,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16844,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16845,freeze melt thaw,w
16846,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16847,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16848,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16849,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16850,freeze melt thaw,w
16851,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16852,blizzard cloud drought dry season fog frost heat hurricane ice maximum temperature minimum temperature mist rain rainy season scattered showers shower snow storm sun,w
16853,"sunny intervals sunny spell thunder thunderstorm tornado, twister wind",w
16854,chilly clear cloudy cold cool dry foggy frosty hot icy misty rainy snowy stormy sunny warm wet windy,w
16855,freeze melt thaw,w
16856,degrees centigrade/Celsius degrees Fahrenheit temperature above zero below zero weather forecast/report,w
16857,air barometer blizzard Celsius chill cirrus cloud clouds cloudy cold cyclone degree dew drizzle dry dryseason Fahrenheit,w
16858,flood fog forecast freeze frost hail heat hot humidity hurricane ice lightning meteorology moon precipitation pressure ,w
16859,radar rain rainstorm rainbow rainy rainyseason sky sleet snow snowstorm snowy storm sun sunny temperature thermometer ,w
16860,thunder thunderstorm tornado tsunami typhoon warm weather wind windy,w
16861,astrophysics astronomy atom,t
16862,beaker biochemistry biology botany Bunsen burner burette,t
16863,cell chemical chemistry climate climatologist control cuvette,t
16864,data datum,t
16865,electricity electrochemist element energy entomology evolution experiment,t
16866,fact flask fossil funnel,t
16867,genetics geology geophysics glassware graduated cylinder gravity,t
16868,herpetology hypothesis,t
16869,ichthyology immunology,t
16870,lab laboratory laws lepidoptery,t
16871,magnetis mmass matter measure meteorologist meteorology microbiologist microbiology microscope mineral mineralogy molecule motion,t
16872,observe observatory organism ornithology,t
16873,paleontology particle Petri dish phase physical science physics pipette,t
16874,quantum mechanics,t
16875,radiology research retort,t
16876,scale science scientist seismology,t
16877,telescope temperature test tube theory thermometer tissue,t
16878,variable virologist volcanology volume volumetric flask,t
16879,watchglass weigh zoology,t
16880,astrophysics astronomy atom,t
16881,beaker biochemistry biology botany Bunsen burner burette,t
16882,cell chemical chemistry climate climatologist control cuvette,t
16883,data datum,t
16884,electricity electrochemist element energy entomology evolution experiment,t
16885,fact flask fossil funnel,t
16886,genetics geology geophysics glassware graduated cylinder gravity,t
16887,herpetology hypothesis,t
16888,ichthyology immunology,t
16889,lab laboratory laws lepidoptery,t
16890,magnetis mmass matter measure meteorologist meteorology microbiologist microbiology microscope mineral mineralogy molecule motion,t
16891,observe observatory organism ornithology,t
16892,paleontology particle Petri dish phase physical science physics pipette,t
16893,quantum mechanics,t
16894,radiology research retort,t
16895,scale science scientist seismology,t
16896,telescope temperature test tube theory thermometer tissue,t
16897,variable virologist volcanology volume volumetric flask,t
16898,watchglass weigh zoology,t
16899,astrophysics astronomy atom,t
16900,beaker biochemistry biology botany Bunsen burner burette,t
16901,cell chemical chemistry climate climatologist control cuvette,t
16902,data datum,t
16903,electricity electrochemist element energy entomology evolution experiment,t
16904,fact flask fossil funnel,t
16905,genetics geology geophysics glassware graduated cylinder gravity,t
16906,herpetology hypothesis,t
16907,ichthyology immunology,t
16908,lab laboratory laws lepidoptery,t
16909,magnetis mmass matter measure meteorologist meteorology microbiologist microbiology microscope mineral mineralogy molecule motion,t
16910,observe observatory organism ornithology,t
16911,paleontology particle Petri dish phase physical science physics pipette,t
16912,quantum mechanics,t
16913,radiology research retort,t
16914,scale science scientist seismology,t
16915,telescope temperature test tube theory thermometer tissue,t
16916,variable virologist volcanology volume volumetric flask,t
16917,watchglass weigh zoology,t
16918,astrophysics astronomy atom,t
16919,beaker biochemistry biology botany Bunsen burner burette,t
16920,cell chemical chemistry climate climatologist control cuvette,t
16921,data datum,t
16922,electricity electrochemist element energy entomology evolution experiment,t
16923,fact flask fossil funnel,t
16924,genetics geology geophysics glassware graduated cylinder gravity,t
16925,herpetology hypothesis,t
16926,ichthyology immunology,t
16927,lab laboratory laws lepidoptery,t
16928,magnetis mmass matter measure meteorologist meteorology microbiologist microbiology microscope mineral mineralogy molecule motion,t
16929,observe observatory organism ornithology,t
16930,paleontology particle Petri dish phase physical science physics pipette,t
16931,quantum mechanics,t
16932,radiology research retort,t
16933,scale science scientist seismology,t
16934,telescope temperature test tube theory thermometer tissue,t
16935,variable virologist volcanology volume volumetric flask,t
16936,watchglass weigh zoology,t
16937,astrophysics astronomy atom,t
16938,beaker biochemistry biology botany Bunsen burner burette,t
16939,cell chemical chemistry climate climatologist control cuvette,t
16940,data datum,t
16941,electricity electrochemist element energy entomology evolution experiment,t
16942,fact flask fossil funnel,t
16943,genetics geology geophysics glassware graduated cylinder gravity,t
16944,herpetology hypothesis,t
16945,ichthyology immunology,t
16946,lab laboratory laws lepidoptery,t
16947,magnetis mmass matter measure meteorologist meteorology microbiologist microbiology microscope mineral mineralogy molecule motion,t
16948,observe observatory organism ornithology,t
16949,paleontology particle Petri dish phase physical science physics pipette,t
16950,quantum mechanics,t
16951,radiology research retort,t
16952,scale science scientist seismology,t
16953,telescope temperature test tube theory thermometer tissue,t
16954,variable virologist volcanology volume volumetric flask,t
16955,watchglass weigh zoology,t
16956,astrophysics astronomy atom,t
16957,beaker biochemistry biology botany Bunsen burner burette,t
16958,cell chemical chemistry climate climatologist control cuvette,t
16959,data datum,t
16960,electricity electrochemist element energy entomology evolution experiment,t
16961,fact flask fossil funnel,t
16962,genetics geology geophysics glassware graduated cylinder gravity,t
16963,herpetology hypothesis,t
16964,ichthyology immunology,t
16965,lab laboratory laws lepidoptery,t
16966,magnetis mmass matter measure meteorologist meteorology microbiologist microbiology microscope mineral mineralogy molecule motion,t
16967,observe observatory organism ornithology,t
16968,paleontology particle Petri dish phase physical science physics pipette,t
16969,quantum mechanics,t
16970,radiology research retort,t
16971,scale science scientist seismology,t
16972,telescope temperature test tube theory thermometer tissue,t
16973,variable virologist volcanology volume volumetric flask,t
16974,watchglass weigh zoology,t
16975,astrophysics astronomy atom,t
16976,beaker biochemistry biology botany Bunsen burner burette,t
16977,cell chemical chemistry climate climatologist control cuvette,t
16978,data datum,t
16979,electricity electrochemist element energy entomology evolution experiment,t
16980,fact flask fossil funnel,t
16981,genetics geology geophysics glassware graduated cylinder gravity,t
16982,herpetology hypothesis,t
16983,ichthyology immunology,t
16984,lab laboratory laws lepidoptery,t
16985,magnetis mmass matter measure meteorologist meteorology microbiologist microbiology microscope mineral mineralogy molecule motion,t
16986,observe observatory organism ornithology,t
16987,paleontology particle Petri dish phase physical science physics pipette,t
16988,quantum mechanics,t
16989,radiology research retort,t
16990,scale science scientist seismology,t
16991,telescope temperature test tube theory thermometer tissue,t
16992,variable virologist volcanology volume volumetric flask,t
16993,watchglass weigh zoology,t
16994,astrophysics astronomy atom,t
16995,beaker biochemistry biology botany Bunsen burner burette,t
16996,cell chemical chemistry climate climatologist control cuvette,t
16997,data datum,t
16998,electricity electrochemist element energy entomology evolution experiment,t
16999,fact flask fossil funnel,t
17000,genetics geology geophysics glassware graduated cylinder gravity,t
17001,herpetology hypothesis,t
17002,ichthyology immunology,t
17003,lab laboratory laws lepidoptery,t
17004,magnetis mmass matter measure meteorologist meteorology microbiologist microbiology microscope mineral mineralogy molecule motion,t
17005,observe observatory organism ornithology,t
17006,paleontology particle Petri dish phase physical science physics pipette,t
17007,quantum mechanics,t
17008,radiology research retort,t
17009,scale science scientist seismology,t
17010,telescope temperature test tube theory thermometer tissue,t
17011,variable virologist volcanology volume volumetric flask,t
17012,watchglass weigh zoology,t
17013,astrophysics astronomy atom,t
17014,beaker biochemistry biology botany Bunsen burner burette,t
17015,cell chemical chemistry climate climatologist control cuvette,t
17016,data datum,t
17017,electricity electrochemist element energy entomology evolution experiment,t
